address,block,validity,multisig,option,importance
NCFKW3CE4ZOMS4RNLFINM6SBGVRPMVBRO5PKHRG2,1534483,Valid,false,yes,0.000009501108296528066
NB26Q7AYEY3LW7ZSKF4PEPAPLZKEVOGLZ4IGVECP,1534462,Valid,false,yes,0
NDNRGQ6QN3L3QOWUEACEJKCHC5IU27O3GMYIWVA2,1534452,Multiple Vote,false,yes,0
NDYQE4HBRS2T5ZWBGUFHS5V4O2HXQ2KMHUTRT6JF,1534447,Valid,true,yes,0.00010945760062827518
NCLRIRGEPSVXUZDBR46G5K5ND3B7OKKCVNCHYPXK,1534401,Not a 0xem transaction,false,yes,0
NDV26RCFLDN3RKMG6H4CULZFZNYZFKH4C676GRJV,1534320,Multiple Vote,false,yes,0
NCN7SFSIZRFDMC2JFIKWY5QBD3SR37Y7DO7BALZT,1534313,Valid,false,yes,0
ND6C6TLY5JUXKHZLSUU3NWKJCEP4A3NVKPAXAVSF,1534288,Valid,false,yes,0.00000991644364450848
NBIKGI4KUVB3YDSEAHBV5RJBW7MU4PDDKAYVGMX6,1534260,Valid,false,yes,0.00003730534060628886
NCZ3ZKPZFZAOXOBSMK5FV25OKSPPVT7IF7RFVBHT,1534210,Valid,false,yes,0
NBT7R4TJ7B6J3C644VFIS3AOHMW72ZGSGJ6DYCAT,1534142,Valid,false,yes,0.000010763162123856186
NBQVAWBC5X3HZ6SNGFQQEUSOGB7VPJ263T6SD5UR,1534139,Multiple Vote,false,yes,0.000009900933719211075
NDYGDZWOF27VMOVYJENRO5SKMCK4XTL4UXDJRLOC,1534029,Valid,false,yes,0.00047551025790369634
NC4GTF37FYTGVG4WZ64C7WWN5HMU5O2LYXXXYE25,1534017,Valid,false,yes,0.000018475974762565134
NDJHSFV3GUBFRSN434YK6YARP2C7AFIT5OLZ5L6G,1534016,Valid,false,yes,0.000009620482741250983
NA65VRTGDJPMAGUHRJILS2NLZ2IYFG34UBHHQTPZ,1533974,Valid,false,yes,0.000009714022815727064
NADB75QZUIM4L7VKR2IARK77UHZ5JJRT4EFGEIMJ,1533966,Valid,true,yes,0.0003099014578343012
NBR5AZIDXN3K2VAPUY7NBBS4FI5RRIEMQYUBBTJ6,1533936,Valid,true,yes,0.00001934294910175337
NCOYGGH5JWBCFNWZAOM4ZS3XX774R4MWTYKF364N,1533914,Valid,false,yes,0
NBIZNLTQ5GZYWIIETWXLRYXKIPTXVRJQWI6GNJBC,1533912,Valid,true,yes,0.00022244397369667316
ND7YZKRDJAPEFUYOMDA4LT2PCCNL3J7RZOX4YPQO,1533908,Valid,false,yes,0.000014933143733581819
NC2YZ5IR4SGQSZ4KKLQGGM6PKOTE55O46Q6YKYR7,1533893,Valid,false,yes,0.00001843439654719161
NDVXXJGO3D2KJ5UJRT4F7REPROYXA3PIG3UBDLCD,1533892,Valid,false,yes,0.000028157771754766598
ND7TKT5JS67PTG4H5E6VGB7MTCP4XA5EAMGPCONF,1533889,Valid,false,yes,0.000009527128627726099
NCF6XACKK7YYDUP3AH6POBP3MCXGBZCTCWPCY5GW,1533860,Valid,false,yes,0.000012878270908347055
NB2PPQOJ7LY456O3BHNYYPLXGS6N65AG52K6A2U4,1533860,Valid,false,yes,0
NAWNNR2SEDKUYOBSKUQ3VLZE7WQW3DYJ6UTESXOJ,1533729,Valid,true,yes,0.000025493157030675326
NA5CVJCUWZSG3QQBWW6TMDUTIHIADSBA4XVOS3XB,1533692,Valid,false,yes,0.00003113868991551827
NCNPJL26GVUEZIOPXRP7PTRFMBU76ORMGMNJ63VQ,1533667,Valid,false,yes,0.000010054166831937407
NDFGNLOG7L3YZPAHJTT6QM66OXHJUAJUWP2VKMSN,1533620,Valid,false,yes,0.000011898573200659523
NB3CDFJ7Y3VO4NBIMC3H33UJ4FFUJGPGAGTUABII,1533611,Valid,false,yes,0.000009633235716016803
NCRC5K7WGW7V6UE7YKD2EQBATZTAQRGKVITWJCKY,1533608,Valid,false,yes,0
NBUB64DLCEX55BEMDKICVCS36SAZG4XEI4M2B5IT,1533577,Valid,false,yes,0.000017408668122690534
NCGKSWP77Z62DN3UGE52BN6BKTUSF5QZNJ6JQ52V,1533574,Valid,false,yes,0.00003768262199533517
NCDCLGFPJAMNEK55EVX2DWM6RI43MEH7NYP3VGY5,1533556,Valid,false,yes,0.000029805072245864625
NCGGZGDZ4CRGUWGK7YI4DTKYS42654WC4Z3XT6JY,1533545,Valid,false,yes,0.000014284638717566532
NBRA7OF2ASPFJ22FBBFXV4DGDNGCLAIEMC3EVRMD,1533539,Valid,false,yes,0.000014411779080931885
NDG7C6FHXFNIBQCLMKJ4CNHT62YYYCTT56U5OH33,1533538,Valid,false,yes,0
NCK4H5N444VLXBQBCA2MORBK7BZR6BUBSAUOBKUV,1533531,Valid,false,yes,0.000009563449714738184
NC7AL4REUDAVYLVK5FGQTJTP2D7UOTAZO5TWQKTA,1533524,Valid,false,yes,0
NAFUARIETYOMCETX72LPYB3VUJCKD6WBSQT4Y3YP,1533517,Valid,false,yes,0.000016687808220592782
NARUSMVOCD54HJQAMHVCXCESLDTIL2GUCCOI5FXL,1533517,Valid,false,yes,0
NCPBNV4BFFHJBRC6UVUKFWWNETP777XALCS5D4CW,1532973,Multiple Vote,false,yes,0
NAHAT7TXTSBTTLMHE77ZANIULFMEU2536OPJS4BP,1533478,Valid,false,yes,0.000273224034858769
NDNDV7KCSMKQHIJFBTVIVJXU7YCJ3EJSBWITVI7F,1533471,Valid,false,yes,0.0003892870724079096
NAJOZ3FML3VB5SHOGIN36P2T5M7GWVREREBMYEHA,1533467,Valid,false,yes,0
NCETJMGRJEGOOSCWRYH5ON7CKKBHC4VZ6K3RRAA4,1533462,Valid,false,yes,0
NDUUS22NOYAVB75IYL5FBUXJQWKGBOA5AHP4GOOY,1533460,Valid,false,yes,0.000019964044191611336
NBD4GGAH6ANT5DXI7GTXMICSZMNMNH5O4OMWRUFF,1533455,Valid,true,yes,0.00024871858912797285
NBXJBHYYOCEEPG2ZMAOY75GQ5CN6PFIRTGI73DRX,1533423,Valid,false,yes,0
NC6L2YXRBMIIB6ZCWQN56CWCRRZHOI4HQ4OQJG4Y,1533406,Valid,false,yes,0.00006496542775861454
NA675IU32CU6OSOXNXGAJEKTGPSSOJ7PEGR3GWN4,1533405,Valid,false,yes,0.000028625568879139448
NCE34TXJBKOU3O77MS3RD5D3QC5S4DFCNON4MAI7,1533401,Valid,false,yes,0.000009630302759001537
NDT2YBOLC7K4FFSM343VRLYGFDSSMQAWL2F27Z5D,1533399,Valid,true,yes,0.000012127221683089702
NB2CTG3KF2HTYTOB5UNS3XJOI4JD62ADO2BFG2CO,1533387,Valid,false,yes,0
NDFRHYNGGK7KTUTBE74R45VFDVKACAZKCH3FMEWX,1533369,Valid,false,yes,0
NBA4I7RZM66HPK6UEOWS3GMRQUMMQFJBXQEUJO5L,1533332,Valid,false,yes,0.000014549436052361114
NAWJUUSVVYA2DYVCFY4QUGXFJURVRQF3DH4Z6H35,1533288,Valid,false,yes,0.000058153336102182866
NCBYTELGNRVLQWCVRWCJUV7ESHZ4XCFKRQ3DTOGP,1533283,Valid,false,yes,0.00000920945142588714
NDKIEMUV2XWNCMT6VAMNLUIL5DXCAY22VHW3RB6H,1533264,Valid,false,yes,0.00001871286997965788
NC5SCHIVRLZ3Y2XHCRNMKUTAMID6BSIA55ZT7HLK,1533229,Valid,false,yes,0.00030783258618550553
NCGHWV226EEWTJRVJ7X4GJJMDFA3UXIWRYQKHO2Q,1533228,Valid,false,yes,0.000011365087309698729
NDHKAJG6KYUE6GJ7ZCDDDWZJFUHSGXMLQQOBSGQZ,1533194,Valid,false,yes,0
NAEGCR4AA6DZXZ5UJ5EWDIAHDYWSG7NMGIT7R2PE,1533037,Multiple Vote,false,no,0.000010812640416638862
NB6G4DRGZBOTNNPRDCJDX6G5T3UXZ7V6FFIQTIKQ,1533152,Not a 0xem transaction,false,yes,0
NCG2HN7FHB4WJCGEBC7HKJIDEZ3ZURWCHXYVM6HW,1533152,Valid,false,yes,0.00001093060309266099
NACC7UXHWFLZLMQW5UTOPXVNOZ5PPVAS453Q6SKW,1533141,Valid,false,yes,0.000010320896913011622
NB5W22CSGX7JDY73ACKR3RKGF6PADF4QMSM7JBRJ,1533125,Valid,false,yes,0.000018072799361023072
NDGUC5STDYYBQAGAVFEGTBANIGD2ER4E3EI5QPLT,1533114,Not a 0xem transaction,false,yes,0
NDST4EX26JPKNXORZEN5NKWNEUSN5CL6JJMHN6X3,1533093,Valid,false,yes,0
NC5QKWG7N7LDRPJMFEUF2YX2THVXSAUBZQQ54MNF,1533093,Valid,false,yes,0
NAFNQO3UDS6TZ4VD5L5HC47K57HSWULJBWUY5IVA,1533077,Valid,false,yes,0.00011263846311356665
NC4BA2TLXS5JLKYGE3AW66DBLJGEU2G5TUGQ6VT5,1532994,Valid,true,yes,0.00000958470875510186
NCIQUGKC5VRUXX7IEMZCZ6OSF3TQT2M6NIBLM5PC,1532941,Multiple Vote,false,yes,0
NBX5TBAZAN7USYJBTQTO4N7FJS7BQVCKRDI6ZSUM,1532923,Valid,false,yes,0
NCAEMBNW7EBLZUHGSAPCBWVM7SB2O7VNPS5CXKLV,1532915,Valid,false,yes,0.00003830333946268769
NAV24ED3LH4OVKXTD5XKELIXPOBGPTRYTY2ZOZHV,1532898,Not a 0xem transaction,false,yes,0
NDME4P6MIHPPW5KUNLHXLYKL5GZAT5XWYPBJEKMT,1532893,Valid,true,yes,0.0003071760272425373
NCWL7FTZV42JXOOZLMV5Z5FRZ7IZGLKM6DY2W2WG,1532888,Not a 0xem transaction,false,yes,0
NBSVDUFY4VZ3VUNFFK4QXOXWY2RKR4QZRR5H3BF6,1532859,Valid,false,yes,0.00000949702518212263
NARPLBIKLUI4TZ234KKPLNWLIPXMDP3PJ6Z6OU52,1532855,Valid,false,yes,0.000009940877518932638
NDGHS2KYBWBIAB23IZG2SRAP2VVATVZAWDEOBR3Y,1532848,Not a 0xem transaction,false,yes,0
ND6VSRD37G7AWQQHNTWJWD3OHECCJRR2WFJTTYDP,1532836,Valid,false,yes,0
NDJX7VFOFIM727ORWEJJ7J3VDKEHACG3SFA2C62D,1532808,Valid,false,yes,0.00031791420298745007
NA3EE55PXYW7NCFYMUCXE7EPXRSOK3QF5MYFEYDF,1532785,Not a 0xem transaction,false,yes,0
NA6OEQQMZCDNR623LKT5PKHG6AV3LAFBZYKKS6BP,1532773,Valid,false,yes,0.0003125304404270488
NCF5ZK5EM7UNMPMKPW7ILDXCCKJ4WJKE7S6WUMXJ,1532702,Valid,false,yes,0.000025267298733276967
NBZYHABQFPNJ5Y4EZLQI37EPOEW2FDDHIYWHUZBH,1532689,Valid,false,yes,0.00030734608244100385
NBDS45TODJJBBJD6D5NHTONBLTMB2VPBEQ63FAHS,1532685,Valid,false,yes,0.00014923049913275637
NCRT4P5KWPUYYVTKEG4QS67E2AZOAWVDLTVJH5AV,1532635,Valid,false,yes,0.000010638753288980356
NDUFBAMMGLDN45OMZA7JSQLV2NPIX5PLD4LHNPXY,1532624,Valid,false,yes,0.000013388890699325825
NC3LHGNHEQW3LXUYHBRKT4CE2UU3CVVTSNQJA65H,1532588,Multiple Vote,false,yes,0
NBCZL74LMNCFVVMAT45KYWIHRLS6KZ7SGWGTEPZF,1532505,Valid,false,yes,0.000009847136744182932
NBNZF6A4H5SJRGXNKGVZOYB24ZTYE3WRYCGWVM7A,1532486,Valid,false,yes,0.00030991095775011375
NC4AWWOWOJI4SVXLYDFWZ4YZZMRCCBV2VNMC2BXC,1532482,Valid,false,yes,0.0003092923422956965
NBDCARGCV3PTNJ4MFSQGHJSFYDHSIIALNO2APJGE,1532478,Valid,false,yes,0.00001103891681531679
NA4U2NILIGOREG7CGWM7SOJA73NVJLPM4FRLE4AY,1532478,Valid,false,yes,0.00030885512984893485
NB6UUXSOY4AIEUDNCJSPNVZJK5BAW6ZDEZTGMJKP,1532427,Valid,false,yes,0
NASWCCBZDWTOM34G6BHCLNNS4V3BIQ43K2XBQNWB,1532423,Valid,false,yes,0.00000969425507159336
NBDTB6EYIBTKMYYN7AAWHQ2RS6JOGXYSPPVM3RYG,1532402,Valid,false,yes,0.000009591393378982648
NBSJXXQFQBKCJRJMYHJ4G5PXXY6UVDO2LB7O5NCS,1532382,Valid,false,yes,0.000009660713080601676
NC7DTK6KIVE3PIOWHDCJHRATDAHBBP6S2HMRYN66,1532345,Valid,false,yes,0
NBPN3YQHHLP7LAIFPHQ4EQXFL5YO2LJ7JASC7VFP,1532319,Valid,false,yes,0.00032055578487853747
NAL256SERR2PZ3K2H5DHYBHTRC2FUVKYGK3DN23B,1532317,Valid,false,yes,0.0003850640770355462
NBZMRHFC7XXQS3NC6KJ3T5CVON2TDKOASYIEDIS3,1532288,Valid,false,yes,0.00009771169957516384
NBZHKDE5F7FD7ESLCXVQPMVUEQF4X5TPPHCG5OVN,1532275,Valid,false,yes,0
NAA4XDPDFPDE2RUODTBD7QLGI67WM2KAI6HI623B,1532258,Valid,false,yes,0.00000946082164116502
NAZRMHGGHW7X2XC3USYDQFLQYXPSUUBETYEYCVBS,1532231,Valid,false,yes,0.000020087089361156484
NDAA2HX7LZO7XQJRYSMEI36PPNSELUS4BQQUXL7A,1532205,Valid,false,yes,0.000012917719843902446
NAEKFZ7QTBVN6SW5KNFLRUI5L3QXPVGEJZLSMMUG,1532205,Valid,false,yes,0.00003784435837757773
NCCYQOOC2PQZNGECINGHCKAK65BAG66P36HRZ2HB,1532183,Valid,false,yes,0.000010233737859192208
NBE2PF5NNX5T2K4RRSSY34SVJQ2ACFKQZTH3LZ5T,1532170,Valid,false,yes,0.000009321318583770353
NDIISYISAJRWVNBVTD5EK43SAMRDGKQ54JHZQHAJ,1532157,Valid,false,yes,0.000012394647299054067
NB74EMJ6S4EJ7QJZALUWSYPSAIZJKBHZWXQNZIV4,1532138,Valid,false,yes,0.0003055459324658554
NCU7E6HXUYFWYUW5GAXYIY2CGC52EMBOO6YNE3QU,1532138,Valid,false,yes,0.00030555478143860147
NA4EYZSB5YALCTLJVCLNXPPNAL6GVQW7CNNKEBVS,1532116,Valid,false,yes,0.0003181080060455568
NCBYRQIDNJIQRQE6MPM2QRPNB7OLOYICVKNWJ354,1532116,Valid,false,yes,0
NDB2PYJ54G55N3M2XHC7CIKYSZ5AMU24VWXFFAHW,1532093,Valid,false,yes,0.00001039841823268568
NDWYJY4BS6NM4TLP7EVMVNMFBRYP5ORJPFPIQMN5,1532086,Valid,false,yes,0.0005090346492095571
NCDAXXXDFWYJ6AXOW2IEQEQ3KIU6OCLZKH3BUHZO,1532077,Valid,false,yes,0.00012847920409766664
NCEPCAVXABTY5H5QLI7JD6GT5RX7MYVB3IWSU4Z7,1532035,Multiple Vote,false,yes,0
NDYY44VRWXMWR3RHGQM2NLLZBUKQGMJHZJ2RFYTS,1532033,Valid,false,yes,0.000009441225403635594
NCYU4P7EZXUKE3IPOBZBSW3MXAFJJNMZA6TPHL4V,1532027,Valid,false,yes,0
NDIFXLOHGYZQJKAFKQ4XKJPTGWG75MVXU23ENR3L,1532021,Valid,false,yes,0
NDXOUET3QYKDTOZAZZG7EVVCXKXWJ4VUZJXCH73G,1532018,Valid,false,yes,0
NBW4I7ZUWAKUNLWL7GY6WU3BZ73UJQEZI4TJXF5L,1532011,Valid,false,yes,0.000009477639085160015
NDF5Z5EESHINJUEA2OEQ6VFYBHZIK52S2PJPYG4H,1531995,Valid,false,yes,0
NDEM7RLDWRQSP6DDX4ES7W7BMQX54WQDU5TDIHO2,1531991,Valid,false,yes,0.00007724388737183544
NBBKSGUXGCEHF4D5BPRMRPF36LCHHYGDFDGJDG77,1531990,Valid,false,yes,0.000013201485496103004
NAKHNJVQ4F54NPFIA2FZWADZB6X2QZU6W7VUCZS4,1531989,Valid,false,yes,0.000010293735418192655
NCWZCNXAS6QURKUOC3HYGAZFNXDPJUSLNJJCIDLQ,1531976,Valid,false,yes,0.000009878938392122799
NAEI5I6UQ2OQLNZCMKB7RLM3DW3KLTN3XUWEFEJX,1531974,Valid,false,yes,0.000009490001479717628
NCKFEXL5XJFRNHOBXWMWGCKL7SFONIZXKR3ULB5T,1531968,Not a 0xem transaction,false,yes,0
NDK5RONZADITDIBCHLPEQFYGADPYP2LUCMZWV5VK,1531958,Valid,false,yes,0
NC43J7IDXESSR27GPJIFOOCRW6ECSG3I5JKEJB4R,1531953,Valid,false,yes,0.000009447003472410462
NCFW66IYECNRHFO7IB3BZGXVZMYEFFNLXRIQA7IL,1531932,Valid,false,yes,0.000010414012607364145
NACHK5RZGWNRCSHLCIB3MPUZV6VJQIUY3MYOJ3LX,1531931,Valid,false,yes,0
NCPUXDEXEGVWAUEWZTW7Y6R4UKI3DULDDNCHJLYB,1531911,Valid,false,yes,0.000009482005899434104
NAYTZDEPRPQX43OYEWCS2VZIAXZ5USTHX6YG6NG5,1531908,Valid,false,yes,0.000009562997646591555
NC7D66NF6R2IQAW4NQG3B7OM3HK2JA7KQ326BZ2I,1531906,Valid,false,yes,0.000009540715698208092
NDEWA4UGSOZWYDJ7THZBOSGJMLLXGXJLHOANWDG2,1531894,Valid,false,yes,0.00020683005125397456
NC52CPQ4BSD2V2SVOSY2BPFK5LYCMFPOQPHCGGO2,1531889,Valid,false,yes,0.000015661297965704588
NAONV3L2ACCPK2DHVBFMVAFXUJ2DNH4MQG4ZXKAS,1531889,Valid,false,yes,0.000024850991365967607
NAPHPMVNVN5HAVHLMOCNNPBZNSJQKJR7KJQSTOPZ,1531875,Valid,false,yes,0.00004067300144348001
NCRZOPLN33M64KO4M4V5XF6OCRJWFZVEU4SMINGJ,1531874,Valid,false,yes,0.00004155926767010836
NDD7WRTMJXHUHAABUETLPCV536SGKXDEN3ZOJQE6,1531874,Valid,false,yes,0
NBYDBLRY6XPJGY4PIVNJ5R4UBHB7GTC22HQ3VAMG,1531873,Valid,false,yes,0.000041537197409804045
NAKOECM6FBJHAEIRATH5VPQ3VDZNWU7O67W4TXVF,1531857,Valid,false,yes,0
NBJZKYGVZL2L3DTJBWNVKVUJFB5TRG37SVZIY56H,1531857,Valid,false,yes,0
NAUIOIAH3CLZVV4SVKO3VFNV2QOXO667VA23CG2E,1531854,Valid,true,yes,0.00030958016996774837
NCEMHBXVTSTM3XE5PTVHZVN6W6WD72OWPYWCFD6D,1531846,Valid,false,yes,0.000019405234692593445
NBCNLZHZXXXDM5QJNINBFQLFY7YIQMGDJIMNQ6ZH,1531846,Valid,false,yes,0.000011115137428963344
NDKPWNUJNNUTQQ46TF7QKBOD6UHVCXCJTHKXKYEG,1531834,Valid,false,yes,0.0000741610259537923
NB44AVVZTOE4ANIXPRQDZWM5RTVPPS3Q4KHOVBDX,1531829,Valid,false,yes,0.00030874369644130295
ND52OETOLPINJRA7HOFJXMEXJVBKHL575K6O53SK,1531829,Valid,true,yes,0.00015842798955008678
NC6AU7H2N7VTAGUL4SFVS5ZVNWJKV4E4B64UFAUA,1531829,Valid,true,yes,0.0003084823079145744
NB4Q3FLEOZRSHSGPGRZZBCKIVYWNWVWGTURS74MV,1531820,Valid,false,yes,0.00002631171677616444
NDJ3RVAQSBHWUU7WWGCMNCA732TLVCNQIU5U7EF3,1531792,Valid,false,yes,0.000015596939637884988
NDDTOG647EVWSDLE35MJJTGQH5GYKAYNFWNXAK4T,1531760,Valid,false,yes,0.00005331086247045939
ND4NFZLJ5GFFUE5NFBVW3QFEXDGLQAYHY6D2Y2YM,1531760,Not a 0xem transaction,false,yes,0
NBLI3FXN37677ZACWC6LY3ODNKLGEH2IBQN5MRDO,1531758,Valid,false,yes,0.0003075292396716352
NC6BC2WHMRV5LBXTWF5KPRX2TJLENMDV6MJZ4Q6H,1531758,Valid,false,yes,0.00036082866925413274
NAYISX3W4WMISW2OWZR4NYDPOE5GWCGURFVBBX4K,1531748,Valid,false,yes,0
NCJ5P5EN6P6YGQCD7NPQTH7CM4ANO2BOEKYAQBBB,1531746,Not a 0xem transaction,false,yes,0
NCESSYEW4DS75YCW33LW6UDOBXW2AX3PDKZWPL4H,1531743,Valid,false,yes,0.000010162297970057858
ND7CVTUI6VLRKJMUS7R5G5MEMFYNHUNRP746YNGW,1531734,Valid,false,yes,0
NARXRAN4V2FYI7TY7FZSNGAAFJ6LWQ5Z5JKNC5HG,1531733,Valid,false,yes,0.00001245278520508202
NDSI4ZZR6KMQSGAGSGXSDBTFEHMXHIYACSN7GAA7,1531731,Valid,true,yes,0.0001051828699725539
NAYWESIOVQ6MO62GWS6P5WYUGSI632WXB3M75ZHK,1531731,Valid,true,yes,0.0004959167989835027
NCHZCB2SDLW6HGO5YCCEUK7R2AMDABPN25H76R4J,1531728,Valid,false,yes,0
NAUABE74THUI4RQTKMGKPYTKMWZOT7LEP5S3U55V,1531721,Valid,false,yes,0
NBSIT47ZQ6HVXXMZTZGGVFX6MLNR6BRREHU7D7J7,1531716,Valid,false,yes,0.000009535415409001883
NBJRWOJI3ZYABM3XJOIZBFGGLALGF3SHSDLAONHV,1531712,Valid,true,yes,0.00009300090571946416
NCJC2BI642H5XBTKN2POX2MPDUKGY72AM4UKJYNZ,1531712,Valid,true,yes,0.00008511189722354673
NBWEUMR7JJ7OJWO5ECX2EMXBNGK3BJPXU55QU7PK,1531712,Valid,true,yes,0.00006106351289389502
NCXITOCMAGSCE6CYJUOMSNDPJIXTMJMZCJKY6OCF,1531711,Valid,false,yes,0
NCTZESQTGIWXSFLJFWZKVBYE7Y6PFLAMHPWMBCXS,1531711,Valid,false,yes,0
NDZKPZHMFKEN5J7VIVL2QCNW3AWL5NGM25PZDNWQ,1531710,Valid,false,yes,0
NBNQOGXNPJ57PZLAGB5DRFYVXKFT7TCZTXNOBQQF,1531709,Valid,false,yes,0
NCKZAFOX3O7JXJU4EQ72Q3KYPTT5QBB3WY6L3EEJ,1531709,Valid,false,yes,0
ND62VQK4KZQYFYSCFXP4GQOUEZ2BFSU5I33EVDQO,1531709,Valid,false,yes,0
NBT64BRPB6WPHZIP6O3462JMVI37TT5TTOVR632U,1531709,Valid,false,yes,0
NAYBUUH4CCJIF7BDRFYTP67VNJ2A2GHUOLWUUGKQ,1531709,Valid,false,yes,0
NB4VZ7D2JYYNTD2RSZ2S667KH6LB22FPJ5B23QIY,1531708,Valid,false,yes,0.000011713435589476494
NDI4GWQCN4KIUVZF6IBXA5HFDHAIUW6CVBXV3XKD,1531698,Valid,false,yes,0.00002007039469333335
NDBHQ7BVKQROPG3LGQXCU4OMD6WJDV5P47CKVCG4,1531698,Not a 0xem transaction,false,yes,0
NAPGYA25A2BRMVL22U4NXX626K6VYHMPQX4HHNUD,1531696,Valid,false,yes,0
NBJN2ZIR2SITKG5QWVMA67D4XI5TZUP6PMOXYWOC,1531689,Valid,false,yes,0
NB4VFSGFHFEQW5T3XBIPLLOH6RNF6PHEJ3ZEE5DS,1531663,Valid,false,yes,0
NDL7W5GWIEELFXQOFJTHEBRDZIJQVW3HYV7BO57E,1531661,Valid,false,yes,0
NBCZJLWLSWO5VJCW6DQHK4XZBQNP2BJPVPFIX52N,1531659,Multiple Vote,false,yes,0
NBI5EZRXVDTWP5CLRKU75YJNHZE4VHNTTXJRQ47T,1531659,Valid,false,yes,0
NCDVYH3MVVATVCKWUCFZZZ4L7G4TY4IQMVAME5GC,1531657,Valid,false,yes,0
NCQP5BN7SOQOJMETBEGM6RVY2EOZJOCTYWYAEWS7,1531657,Valid,false,yes,0
NAHPHAURJV2SEEGIFMPIFTMBXGN3VG7LMQYOSPD7,1531657,Valid,false,yes,0
NDV3JBMUJPOLKPBEQR4ORNGVBP4K2RJDS27XKA2R,1531657,Valid,false,yes,0
NCNQHN3JJ2PLD7PITIW5X7IHIID5KGRKLX3B3VFL,1531657,Valid,false,yes,0
NCLB5Y3TYK4B7EZJ35CROYNXPOEL2TTJOQDZQSDY,1531648,Not a 0xem transaction,false,yes,0
NAIASBZYL5OKXPOBYNWULHO3CSQMI3VTWJAAZL42,1531626,Not a 0xem transaction,false,yes,0
NALX2AFNEQJ5XYELU4MX7WR63FOYJRZXHFK4PKRL,1531614,Valid,false,yes,0
NCML4ZAGV6B74RGV7IX7PD2S55YEQGJAL4SL6FPF,1531609,Valid,false,yes,0
NAJH44ZLG4U5O3EPQNOKSNDXTAGNDDUNNVZVW5OE,1531605,Not a 0xem transaction,false,yes,0
NBKCVZ2BU3D5XLUZD4BAI2EVIXE3MRYKEVINPWYQ,1531581,Valid,false,yes,0
NB2D7QLWI2EGVB5467TG4ESRV7GG5G2KUQHS42BT,1531556,Valid,false,yes,0.000011113803469577373
NCFJON5YUVW2UB5XR3QB5MSJJTJ6WFVA35NFRJFB,1531555,Valid,false,yes,0
NAS4HY22Q6DGXGDSTU5MMJAWJOGFTPNKJAKQILZ2,1531544,Valid,false,yes,0
NDISS5IAIX3ZTAS72424U4HUX75NHDXFJXALDY3U,1531540,Valid,false,yes,0
NC2TGDN7LT7NRXCT6NVT7TJG2MY6PYPC7JXMVYTD,1531520,Valid,false,yes,0.000012326156760766938
NAJNYC5BANTLDYFMY6OIEDXEUNQ23HUGNIQ4I6FI,1531501,Valid,false,yes,0
NDECSXMRUYFHWWFPEPM2OF3KK7ZBR5R4NK6QBILZ,1531500,Valid,false,yes,0
NA5EUXLLRG5ZF7CMFWCQMZRW7Z77YWSTM6ZOBQAZ,1531497,Valid,false,yes,0
NCB46TPCVSVZBUKVIGINOBROQWZDR2ZOQVFJB74Y,1531467,Not a 0xem transaction,false,yes,0.00032375785626020633
NCYAVMNQOZ3MZETEBD34ACMAX3S57WUSWAZWY3DW,1531464,Not a 0xem transaction,false,yes,0.0005155319355997996
NDSRG6RMQCUPS4LH26Z4SBJL2K2QFWKELGODI5C2,1531459,Valid,false,yes,0
NBUPVDPFHE6GDMB3OWGYHQV2YJVZ4SGSQAD4UZSB,1531455,Valid,false,yes,0.000009488359751074992
NCWBKTGMSMU7B732S2USAP4G4FFH5TGOPCXMWGSP,1531450,Valid,false,yes,0
NDUOAV3NNQOMMTQX44EMPIRDDX5AJ7YSESULB7PI,1531430,Valid,false,yes,0
NC55XNBTO56GCV27VNE2452ATN7J622PO7XBS3AP,1531428,Valid,false,yes,0
NCBYHRBBGTHCQ3KD64F3CPNBPGKYY3VLGUFOMDG7,1531405,Valid,false,yes,0.000009594279414483743
NA3SULPTWCN5EA3HC4OUFGQ3B5ZZMUT2IO3A7OJ7,1531399,Valid,false,yes,0
NCWXS5Z4EEBRCOYF4ICKPIQVZ5Z2ZYHJWTAWIJCP,1531352,Valid,false,yes,0
NDWVLV33AS67WIGXSYLIKYT33EYYQPYM2K3D5R2M,1531321,Valid,false,yes,0
NBYN3YJ7OJO5ABEADYK22P6AYBD6SQSUD5VZVEWV,1531321,Valid,true,yes,0.00026568369349361676
NCI35EOU7LD3EWBJWN5WR273ADY6DJTSTBYVE6EF,1531309,Valid,false,yes,0
NBDBDJA7NVZEVZNCFGFVAI4ZAYJDISS35JSRYZCP,1531264,Valid,false,yes,0.00001087222824447962
NDFS3ASGSXT4XYDK7CSPMGORGVNDNQZUYQZHHLIH,1531222,Valid,false,yes,0.00020828617834008875
NCIWG65C2R2H4SBZKR3SVVOQQZSPI3LL3OCOFFHB,1531191,Valid,false,yes,0
ND7C2Y7HRGGN5MZZMDF2Z2SUTKVL4CKD4DYE2BPL,1531182,Valid,false,yes,0
NCYXP635GSYCXXBSDAMV4E2MOF54MGPH6QL5A3LT,1531008,Valid,false,yes,0.00000982036492998695
NC7EXKY4LPVNOHSFXS6RAC3WYRRCTHPWESZT6HIX,1530761,Valid,false,yes,0.00000984211956675693
NDARGRCJMGNU7CPNVLANK7ATMB6VMHCTXW4VDI6A,1530756,Valid,false,yes,0
